longitude,latitude,cod_cpue_2020_std,bathymetry_2020_std,bottom_temperature_2020_std,surface_net_primary_production_2020_std,fishing_activity_hours_2020_std,ship_density_route_2020_std,bottom_salinity_2020_std,bottom_dissolved_oxygen_2020_inv_std,dumping_site_2020,military_area_2020,wind_farm_2020,bedrock_seabed_2020,hard_bottom_seabed_2020,overlap_index_cod,hotspot,hotspot05
10.97765369,54.84932413,-0.438704264,-1.170821838,1.253377523,0.015237759,-0.482490599,5.383171514,0.409974243,-0.661215564,0,0,0,0,1,5.308528774,1,0.5
11.57765369,56.54932413,-0.443013664,-0.474513402,0.936317059,-0.444527498,2.309819005,-0.320929322,2.354945176,-0.061198919,0,0,0,0,1,4.856898435,1,0.5
11.87765369,56.74932413,-0.439904211,-0.173196011,0.563169088,-0.448465119,4.400486464,4.95040997,2.429705898,-0.171369386,0,0,0,0,1,12.11083669,1,0.5
11.27765369,54.24932413,-0.334341121,-0.808229044,1.052236279,-0.015625566,0.10507797,-0.304226245,0.553174048,-0.295411015,0,1,0,0,1,1.952655306,1,0.5
11.17765369,54.34932413,-0.432124767,-1.065804675,1.50114787,0.001009157,0.595549789,-0.204767013,0.269261838,-0.567951391,0,1,0,0,1,2.096320808,1,0.5
10.87765369,55.84932413,-0.446242823,-0.601196105,0.78694604,-0.289685846,-0.506852732,5.094663818,1.851280024,-0.308235685,0,0,0,0,1,6.580676692,1,0.5
11.07765369,56.34932413,-0.445158534,-0.828452681,1.058938142,-0.359533074,-0.113733594,0.553704534,2.020748596,-0.300569061,0,0,0,0,1,2.585944328,1,0.5
10.97765369,54.54932413,-0.445371462,-1.169081651,1.193321689,-0.15863791,-0.070476389,1.891469165,0.566762227,-0.634748124,0,1,0,0,1,3.173237545,1,0.5
11.37765369,57.24932413,-0.444504032,1.097528586,0.275308102,-0.388344285,3.768573666,-0.335354707,2.509191755,-0.303620173,0,0,0,0,1,7.178778912,1,0.5
10.87765369,54.64932413,-0.435428034,-0.535905722,0.919535159,-0.128238153,-0.16396051,1.498187622,1.088856039,-0.402192379,0,0,0,0,1,2.840854022,1,0.5
10.87765369,54.74932413,-0.42878378,-0.88501574,1.029205966,-0.08262166,-0.439105545,2.376617633,0.801174092,-0.543510762,0,0,0,0,1,2.827960203,1,0.5
11.27765369,57.24932413,-0.442726921,-0.651875971,1.081287371,-0.325238136,0.328397519,-0.390019323,2.115429128,-0.476991374,0,0,0,0,1,2.238262293,1,0.5
14.57765369,55.24932413,0.115236824,-0.042902841,0.797953562,-0.248532643,2.157124031,-0.385463938,-0.108453795,-0.287207765,0,0,1,0,1,3.997753435,1,0.5
11.37765369,57.44932413,-0.442422018,-0.212500055,0.581873884,-0.376425105,5.148742513,4.146384576,2.460210339,-0.408822122,0,0,0,0,1,11.89704201,1,0.5
14.47765369,55.24932413,0.23402151,0.016239148,0.691449037,-0.257750333,0.418332794,6.38459691,-0.048096641,-0.176337368,0,0,0,0,1,8.262455057,1,0.5
11.27765369,57.34932413,-0.440949811,-0.22799032,0.931412652,-0.336023152,3.320879514,-0.323207015,2.273237012,-0.430422182,0,0,0,0,1,5.766936698,1,0.5
14.67765369,55.34932413,0.596412729,0.127675933,0.593190769,-0.26636709,2.161376246,2.340174555,-0.236817863,-0.373672556,0,0,0,0,1,5.941972724,1,0.5
15.77765369,55.64932413,-0.373392304,0.775666212,-0.24862052,-0.307842516,-0.173583873,-0.137195474,-0.044185124,0.735825989,1,0,1,0,1,3.22667239,1,0.5
17.77765369,55.14932413,4.199059151,0.014836043,-0.987223244,-0.041017229,-0.398022411,-0.098474704,-0.695372454,-0.557776751,0,0,0,0,1,2.436008401,1,0.5
16.07765369,54.74932413,2.515141758,-0.049878027,-0.590176745,-0.278765761,-0.380949736,1.07681454,-0.569666806,-0.481102134,0,0,0,0,1,2.24141709,1,0.5
12.67765369,55.64932413,7.110467829,-1.214708215,1.695488569,0.19398673,-0.505957536,7.55533077,0.27278988,-0.684239499,0,0,0,0,1,15.42315853,1,0.5
13.97765369,54.04932413,-0.352330487,-1.415357701,1.407716517,9.60010922,-0.521591503,-0.344465476,-1.279654688,-0.906814076,0,0,0,0,0,6.187611806,1,0.5
20.67765369,54.94932413,-0.355773321,-1.415385083,1.15719762,9.979266484,-0.521591503,-0.396093169,-1.788983145,-1.02474313,0,0,0,0,0,5.633894754,1,0.5
20.27765369,55.14932413,-0.386321269,0.01444888,-1.031448879,-0.149843613,5.894729239,-0.340669322,-0.837109756,-0.744388392,0,0,0,0,0,2.419396886,1,0.5
20.77765369,55.04932413,-0.342974726,-1.38720567,1.121238827,8.656177779,-0.521591503,-0.396093169,-1.73305231,-1.015244796,0,0,0,0,0,4.381254432,1,0.5
20.87765369,55.04932413,-0.332701952,-1.378138689,1.117030638,8.861514186,-0.521591503,-0.396093169,-1.792835032,-1.021950714,0,0,0,0,0,4.535233765,1,0.5
21.17765369,54.94932413,-0.316677976,-1.415385083,1.182538773,9.188758156,-0.521591503,-0.396093169,-1.793522004,-1.029525035,0,0,0,0,0,4.89850216,1,0.5
21.07765369,55.04932413,-0.316074701,-1.378145109,1.12082715,9.165569936,-0.521591503,-0.396093169,-1.79290487,-1.02750264,0,0,0,0,0,4.854085094,1,0.5
21.17765369,55.04932413,-0.311691539,-1.415385083,1.148666215,9.079134436,-0.521591503,-0.396093169,-1.793352558,-1.03355113,0,0,0,0,0,4.756135668,1,0.5
21.17765369,55.14932413,-0.30764778,-1.415385083,1.139519716,8.813248136,-0.521591503,-0.396093169,-1.793521272,-1.029902305,0,0,0,0,0,4.488626741,1,0.5
20.97765369,55.14932413,-0.318725359,-1.38119001,1.100309279,8.528657728,-0.521591503,-0.396093169,-1.790840047,-1.023579827,0,0,0,0,0,4.196947091,1,0.5
21.07765369,55.14932413,-0.311688682,-1.381735698,1.106816806,8.939895801,-0.521591503,-0.396093169,-1.792735101,-1.027439275,0,0,0,0,0,4.615429178,1,0.5
21.07765369,55.24932413,-0.306189659,-1.382065168,1.111465126,8.82687164,-0.521591503,-0.396093169,-1.791241496,-1.025474663,0,0,0,0,0,4.515681109,1,0.5
14.67765369,54.04932413,-0.282053524,-1.169514516,1.26482336,4.983259851,-0.521111933,-0.375593938,-0.832044692,-0.834427947,0,0,0,0,0,2.233336661,1,0.5
10.97765369,56.24932413,-0.441265378,-0.813162744,0.967076006,-0.330566034,2.52949389,-0.342187784,1.907739194,-0.366891571,0,0,0,0,0,3.110235578,1,0.5
12.17765369,54.44932413,-0.444680084,-0.872154628,1.18273432,0.007017297,-0.385681501,6.38383768,0.25184334,-0.579277309,0,0,0,0,0,5.543639115,1,0.5
11.77765369,57.04932413,-0.446663499,0.377803314,0.223314361,-0.427333638,3.745522357,-0.35813163,2.489894586,-0.169934796,0,0,0,0,0,5.434471054,1,0.5
11.57765369,57.04932413,-0.444279966,0.230277975,0.655327026,-0.414351793,2.346362172,-0.283727014,2.441409082,-0.321226022,0,0,0,0,0,4.209791459,1,0.5
11.27765369,56.14932413,-0.445096671,-0.812059151,0.994325404,-0.364164747,-0.513502763,6.800655377,1.963910378,-0.365610351,0,0,0,0,0,7.258457477,1,0.5
11.67765369,56.84932413,-0.444318293,-0.700863174,1.117559159,-0.454070412,1.022046967,-0.390019323,2.289382785,-0.346354171,0,0,0,0,0,2.093363538,1,0.5
11.37765369,56.24932413,-0.445533386,-0.791407274,0.937414663,-0.386081591,-0.514813587,5.059739203,1.998428023,-0.362931836,0,0,0,0,0,5.494814216,1,0.5
11.47765369,56.34932413,-0.444954473,-0.818788763,0.985874519,-0.402846545,-0.358154206,2.503409172,2.004505691,-0.336527298,0,0,0,0,0,3.132518097,1,0.5
11.67765369,56.64932413,-0.441136813,-0.408571777,0.973990972,-0.446812545,3.953495681,-0.056717011,2.287894923,-0.198286973,0,0,0,0,0,5.663856456,1,0.5
12.47765369,54.64932413,0.13392393,-0.905657278,1.187469213,0.073705101,-0.502025066,4.579905351,0.010893183,-0.616767885,0,0,0,0,0,3.961446549,1,0.5
10.87765369,54.54932413,-0.43393163,-0.944406949,1.154226885,-0.211747008,-0.091449628,5.55475767,0.728871553,-0.557446427,0,1,0,0,0,6.198874466,1,0.5
11.57765369,56.34932413,-0.441908224,-0.711595955,0.989258142,-0.411311545,0.864108732,-0.01647778,2.156675284,-0.210424711,0,0,1,0,0,3.218323943,1,0.5
11.67765369,56.44932413,-0.438205773,-0.549221394,0.892187079,-0.438823178,1.278360837,-0.239691629,2.328932016,-0.010136118,0,0,1,0,0,3.82340184,1,0.5
12.67765369,54.74932413,0.046086068,-0.897375086,1.058986574,0.02259842,-0.504326999,4.068183806,-0.232239314,-0.722010224,0,0,0,0,0,2.839903246,1,0.5
11.97765369,56.94932413,-0.443406598,-0.472864268,0.715373537,-0.419530476,1.14644721,-0.343706246,2.373813972,-0.316511395,0,0,0,0,0,2.239615736,1,0.5
11.47765369,56.54932413,-0.4452968,-0.617798095,1.140102724,-0.439865663,0.507372904,0.026039143,2.23848134,-0.208924444,0,0,0,0,0,2.20011111,1,0.5
11.87765369,56.54932413,-0.431912997,-0.473539833,0.800489009,-0.454136644,3.222663672,-0.305744707,2.323835294,-0.146832447,0,0,1,0,0,5.534821348,1,0.5
11.97765369,56.54932413,-0.431912997,-0.507854171,0.883454074,-0.454361156,0.613038091,0.243938377,2.246819509,-0.270809354,0,0,0,0,0,2.322312374,1,0.5
11.87765369,56.34932413,-0.433527454,-0.474557246,0.861962708,-0.436083289,1.173462993,-0.25032086,2.268915588,-0.118891652,0,0,0,0,0,2.590960786,1,0.5
12.07765369,56.34932413,-0.433653154,-0.403919328,0.596590255,-0.427246981,3.173268329,0.2568453,2.380144464,-0.017912137,0,0,0,0,0,5.124116748,1,0.5
12.57765369,54.64932413,-0.371608361,-0.897627634,1.148758237,0.11539769,-0.461485457,2.889098408,-0.075501541,-0.64397482,0,0,1,0,0,2.703056521,1,0.5
15.47765369,55.14932413,0.84633958,0.852646683,0.115461472,-0.278873608,0.280280741,-0.360409323,0.045484057,0.579087973,1,1,0,0,0,4.080017575,1,0.5
10.87765369,56.24932413,-0.440186659,-0.872135282,1.018591959,-0.314373567,1.820210411,-0.351298553,1.769489778,-0.409208772,0,0,0,0,0,2.221089315,1,0.5
12.17765369,56.54932413,-0.42448937,-0.224208788,0.620077892,-0.433290335,1.410785909,0.089055298,2.339134817,-0.226684183,0,0,0,0,0,3.15038124,1,0.5
12.27765369,56.44932413,-0.408526579,-0.438354648,0.500338308,-0.38060558,-0.499755103,0.853600692,2.397205921,-0.104450752,0,0,0,0,0,1.919452258,1,0.5
14.67765369,55.64932413,0.685661892,0.466479026,0.06012364,-0.273605145,1.326253784,-0.349020861,-0.239703156,0.102483912,0,1,0,0,0,2.778673093,1,0.5
11.37765369,57.34932413,-0.442726921,0.543105208,0.456337522,-0.385745466,7.639307634,-0.283727014,2.482176021,-0.346649644,0,0,0,0,0,9.662077339,1,0.5
11.27765369,57.44932413,-0.443070403,-1.028715669,0.964934679,-0.35809457,2.567603619,-0.311059322,2.330648671,-0.471451421,0,0,0,0,0,3.250795584,1,0.5
12.67765369,55.94932413,0.460298743,-0.724170243,1.151364517,-0.024526178,-0.179274764,3.955817651,1.931167315,-0.138425302,0,0,0,0,0,6.432251739,1,0.5
16.37765369,55.24932413,0.825093306,0.485545623,-0.335455774,-0.277405524,-0.495790662,-0.347502399,-0.077215414,0.495404384,1,1,0,0,0,2.27267354,1,0.5
15.37765369,55.14932413,-0.23640552,0.905465535,0.193490708,-0.267433949,-0.096692922,-0.376353169,-0.032513307,0.455795581,1,1,0,0,0,2.545352958,1,0.5
17.17765369,55.14932413,3.923259802,0.434340579,-0.748715695,-0.29565773,-0.354221739,-0.349780092,-0.444264079,-0.20820904,0,0,0,0,0,1.956752006,1,0.5
15.27765369,55.14932413,-0.220097581,0.775072621,0.201350958,-0.257507449,-0.112262914,-0.372557015,-0.094727504,0.225580988,1,1,0,0,0,2.144852105,1,0.5
16.97765369,55.24932413,0.591473944,1.44646337,-0.493332408,-0.302601611,-0.088604182,-0.352817015,-0.161132983,0.432853155,0,1,0,0,0,2.07230227,1,0.5
18.67765369,54.84932413,0.315447231,0.544985617,-0.975636771,0.289914313,5.074153783,0.104999144,-0.565652085,-0.157707908,0,1,0,0,0,5.630503325,1,0.5
17.07765369,55.24932413,1.382647986,1.458585377,-0.482844628,-0.299287674,0.365771972,-0.362687015,-0.146006858,0.478845177,0,1,0,0,0,3.395024337,1,0.5
17.17765369,55.24932413,2.827110772,1.54289224,-0.474429583,-0.308964187,0.399981298,-0.351298553,-0.128548015,0.584882504,0,0,0,0,0,4.091626476,1,0.5
18.57765369,54.64932413,1.836909825,-1.066575288,0.879250729,2.3656933,0.209208535,-0.393815477,-0.882585504,-0.879520633,0,0,0,0,0,2.068565488,1,0.5
18.67765369,54.74932413,2.907048522,-0.495130477,-0.315210579,0.775139028,0.565592614,0.062482221,-0.773529785,-0.700294516,0,0,0,0,0,2.026097028,1,0.5
12.67765369,55.44932413,3.173716804,-1.118935655,1.434066885,-0.055731507,-0.521335732,7.816506158,-0.334749076,-0.793241889,0,0,0,0,0,9.600295987,1,0.5
12.47765369,56.14932413,7.115014538,-0.699660082,0.96239681,-0.01263278,-0.426253078,0.709346844,2.139103751,-0.037880402,0,0,0,0,0,9.7494356,1,0.5
12.67765369,55.74932413,15.95381973,-1.119516243,1.685562911,0.152586662,-0.40911646,5.175142281,1.002022824,-0.481779141,0,0,0,0,0,21.95872256,1,0.5
16.17765369,55.54932413,-0.446483678,1.138236681,-0.221130048,-0.255696963,-0.301181335,-0.319410861,0.168378554,1.480566144,1,0,0,0,0,2.243278494,1,0.5
16.17765369,55.34932413,0.6497241,1.234005091,-0.233695163,-0.255164834,-0.281646866,-0.351298553,0.201838608,1.412657999,1,1,0,0,0,4.376420382,1,0.5
19.27765369,56.34932413,-0.387894712,2.834995798,-0.995343274,-0.424087496,-0.46532201,-0.369520092,-0.223707131,4.05909746,0,1,0,0,0,5.028218544,1,0.5
15.27765369,54.84932413,-0.44518638,0.879171729,0.03835306,-0.281740879,3.130746177,-0.168323936,-0.08107457,0.896320875,1,0,0,0,0,4.968266077,1,0.5
16.17765369,55.44932413,0.387106399,1.193175629,-0.241787465,-0.245351998,-0.192958482,-0.043050857,0.192892723,1.407389589,1,1,0,0,0,4.457415538,1,0.5
16.27765369,55.34932413,1.287375152,1.035170968,-0.197342189,-0.259125513,-0.467496058,-0.371797784,0.117789631,1.087420931,1,1,0,0,0,4.231995138,1,0.5
16.27765369,55.44932413,-0.306654033,1.042250068,-0.216676851,-0.25635185,-0.472483582,0.002502989,0.12430832,1.115851074,1,1,1,0,0,4.032746136,1,0.5
16.17765369,55.24932413,0.702596609,1.416367915,-0.272014682,-0.255207397,-0.171281939,-0.349020861,0.232593346,1.486589354,1,1,0,0,0,4.790622345,1,0.5
11.77765369,57.24932413,-0.445148964,-0.17775471,0.469874982,-0.399428773,-0.020281476,1.839082242,2.461571345,-0.365634254,0,0,0,0,0,3.362280393,1,0.5
11.77765369,57.14932413,-0.445980106,-0.883656129,0.778582333,-0.418661213,2.504556306,-0.383186246,2.353352593,-0.400667133,0,0,0,0,0,3.104340405,1,0.5
14.17765369,55.14932413,0.114185647,0.084474212,0.735025674,-0.188478317,-0.233466113,3.032593025,0.071269181,-0.0217863,0,0,0,0,0,3.59381701,1,0.5
13.97765369,55.14932413,-0.108760017,0.016340644,0.755492691,-0.158014194,-0.128088709,2.495057634,0.064010483,-0.012973402,0,0,1,0,0,3.92306513,1,0.5
12.37765369,56.84932413,-0.438892619,-0.941963089,1.030595982,-0.234047775,-0.343575289,-0.341428553,1.69335224,-0.450968732,0,1,1,0,0,1.973072165,1,0.5
11.57765369,57.44932413,-0.441896432,0.302749514,0.094637749,-0.371475036,3.638930033,0.053371451,2.535823002,-0.373519956,0,0,0,0,0,5.438620326,1,0.5
16.07765369,55.44932413,0.705968727,1.313931645,-0.275505402,-0.240331257,-0.195260416,-0.170601628,0.249710326,1.560325829,1,1,0,0,0,4.948237823,1,0.5
16.37765369,55.34932413,-0.16682437,0.772494742,-0.254110659,-0.283854511,-0.498987791,-0.3672424,0.035420632,0.925717556,1,1,0,0,0,2.162613199,1,0.5
15.37765369,54.94932413,-0.121521424,0.70702152,0.173091982,-0.286240025,2.510279105,-0.185027013,-0.075873632,0.442877145,1,0,0,0,0,4.164607657,1,0.5
11.87765369,56.84932413,-0.440160725,-0.393392098,0.718824966,-0.440775255,1.909218614,-0.090882396,2.385033765,-0.249162068,0,0,0,0,0,3.398704803,1,0.5
15.47765369,54.94932413,0.341583397,1.034964576,0.064170972,-0.285343601,2.680142636,-0.280690091,0.013367808,0.84247125,1,0,0,0,0,5.410666948,1,0.5
15.57765369,55.04932413,0.84633958,1.087215212,-0.077847311,-0.279016178,1.311611056,-0.341428553,0.109629919,0.938013777,1,1,0,0,0,5.594517502,1,0.5
11.27765369,54.54932413,-0.427484157,-0.546441259,0.966143678,-0.071943633,-0.134610855,11.92698159,0.810156908,-0.471465393,0,1,0,0,0,13.05133688,1,0.5
11.07765369,54.54932413,-0.428345347,-1.134177648,1.086932191,-0.118183443,-0.500586356,3.308953028,0.723408052,-0.54853255,0,0,0,0,0,2.389467928,1,0.5
11.17765369,54.54932413,-0.444993932,-0.835807286,0.956004311,-0.094600429,-0.390445219,3.713623033,0.877723434,-0.458900611,0,0,0,0,0,3.322603301,1,0.5
14.37765369,55.24932413,0.362669115,-0.005392326,0.578193187,-0.253311081,0.102072731,4.111459961,-0.104281738,-0.186970247,0,0,0,0,0,4.604439603,1,0.5
15.97765369,55.44932413,0.781114428,1.43172742,-0.322287855,-0.24880131,0.101561159,-0.170601628,0.287317394,1.66666231,1,1,0,0,0,5.526691918,1,0.5
14.07765369,55.14932413,0.037866023,0.016447993,0.731380515,-0.166208262,-0.217704261,2.538333788,0.036757607,-0.037612484,0,0,1,0,0,3.939260921,1,0.5
15.57765369,55.14932413,0.519307523,1.240522669,-0.210474813,-0.281626817,0.793771866,-0.322447784,0.183339122,0.946266646,1,1,0,0,0,4.868658413,1,0.5
15.87765369,55.44932413,1.355497843,1.667572429,-0.363296716,-0.265572847,0.358226777,-0.21160009,0.316126681,1.748633286,1,1,0,0,0,6.605587362,1,0.5
16.27765369,55.24932413,3.340574443,1.102637556,-0.192959401,-0.263164765,-0.393450515,-0.34826163,0.118043215,1.06840497,1,1,0,0,0,6.431823874,1,0.5
15.97765369,54.84932413,2.373548242,0.559651788,-0.259398713,-0.271640789,0.008524668,-0.319410861,-0.167627894,0.301624649,0,0,0,0,0,2.22527109,1,0.5
14.47765369,55.34932413,0.259455908,0.460796407,0.382831346,-0.268863329,-0.293763993,4.336951502,-0.217748603,-0.241553699,0,0,0,0,0,4.418105538,1,0.5
14.57765369,55.34932413,0.505688243,0.534369402,0.626091164,-0.271852226,1.405350947,-0.036977011,-0.071372106,-0.145796309,0,0,0,0,0,2.545502105,1,0.5
15.67765369,55.04932413,0.33900849,1.269868925,-0.263273383,-0.275378457,1.272542028,-0.255635475,0.193273289,1.222421891,1,1,0,0,0,5.502827308,1,0.5
14.57765369,55.44932413,0.676251172,0.772759978,0.362783575,-0.273280105,1.362988971,-0.235895475,-0.144689234,-0.021450166,0,0,0,0,0,2.499468715,1,0.5
16.27765369,55.14932413,1.909748855,1.102144235,-0.188513166,-0.269753996,-0.24983543,-0.374834707,0.118812188,1.035719583,1,1,0,0,0,5.083487563,1,0.5
15.37765369,54.84932413,0.025459371,0.95410672,0.031765377,-0.299642784,2.60881466,-0.194137782,-0.016726726,1.070869296,1,0,0,0,0,5.180508132,1,0.5
16.37765369,55.14932413,1.867039659,0.570851991,-0.329077623,-0.287416507,-0.460846027,-0.358890861,-0.110007044,0.394420635,0,1,0,0,0,2.286074221,1,0.5
11.57765369,54.44932413,0.48565339,-0.699403854,1.005762766,-0.057516578,-0.408253231,5.261694589,0.698849616,-0.3763987,0,1,0,0,0,6.910388,1,0.5
19.27765369,56.44932413,-0.384099519,2.94945356,-1.02868156,-0.43373844,-0.502089008,-0.350539323,-0.208263299,5.234233982,0,0,1,0,0,6.276276393,1,0.5
17.27765369,55.34932413,2.230507157,0.777434962,-1.019721224,-0.251131951,0.472652101,0.049575298,-0.426844948,0.173297512,0,0,0,0,0,2.005768905,1,0.5
17.87765369,55.54932413,6.156001024,0.928149049,-1.597091601,-0.282176491,-0.244208474,-0.226784706,-0.537923028,0.734181443,0,0,0,0,0,4.930147217,1,0.5
17.97765369,55.44932413,6.156001024,0.940987346,-1.378434037,-0.271471548,-0.369535984,-0.384704708,-0.424339589,0.85185563,0,0,0,0,0,5.120358134,1,0.5
18.47765369,55.94932413,-0.43016157,2.168262791,-1.236277176,-0.399495618,-0.463403728,-0.372557015,-0.31624023,3.689100792,0,0,0,0,0,2.639228245,1,0.5
17.97765369,55.24932413,3.79096833,0.681461597,-0.832589598,-0.212772009,-0.515325127,-0.345224707,-0.403830656,-0.071418324,0,0,0,0,0,2.091269506,1,0.5
18.47765369,55.84932413,-0.35782937,2.197732727,-1.190887585,-0.409230187,-0.497740911,-0.369520092,-0.308964078,3.271677281,0,0,0,0,0,2.335237786,1,0.5
17.67765369,55.44932413,3.555726616,0.896741471,-1.260688908,-0.184659381,-0.096341237,-0.317133168,-0.460297667,0.433467169,0,0,0,0,0,2.566814894,1,0.5
15.07765369,54.84932413,0.024781059,0.484937699,-0.032766962,-0.269066069,1.766370833,-0.256394706,-0.269205656,0.228427459,1,0,0,0,0,2.677083657,1,0.5
17.77765369,55.54932413,4.063461903,0.699663551,-1.694741918,-0.242289978,-0.179914191,-0.243487783,-0.655492224,0.391640022,0,0,0,0,0,2.138839381,1,0.5
17.37765369,55.34932413,2.670827552,0.861978742,-0.917201371,-0.226468452,0.930129472,-0.304985476,-0.364902927,0.318207805,0,0,0,0,0,2.967585346,1,0.5
19.17765369,56.34932413,-0.394837112,2.785995592,-1.069509707,-0.415510821,-0.501289726,-0.361168553,-0.242086592,3.613308421,0,0,0,0,0,3.414901502,1,0.5
19.17765369,56.44932413,-0.387542077,2.824615589,-1.082438248,-0.429633475,-0.521591503,-0.343706246,-0.226368055,4.325200488,0,0,1,0,0,5.158536474,1,0.5
17.87765369,55.24932413,5.244173385,0.887181852,-0.747927273,-0.160764157,-0.484984361,-0.359650092,-0.360035885,0.008502501,0,0,0,0,0,4.02649597,1,0.5
15.87765369,55.64932413,0.085852844,0.941505831,-0.228075103,-0.30620023,-0.141676512,0.161941453,0.088304078,1.188680453,1,0,1,0,0,3.790332814,1,0.5
14.57765369,55.54932413,0.456086436,0.473833385,0.204751594,-0.266127635,2.266082263,-0.293597014,-0.235648721,0.029107652,0,0,0,0,0,2.634487959,1,0.5
15.17765369,54.74932413,0.420782841,0.732413147,-0.078332908,-0.25674499,1.40394421,-0.19186009,-0.140792135,0.821711435,0,0,0,0,0,2.711121509,1,0.5
17.77765369,55.44932413,6.156001024,0.985640467,-1.086978079,-0.208026151,-0.284300491,-0.353576246,-0.350296618,0.596664918,0,0,0,0,0,5.455128825,1,0.5
15.07765369,54.74932413,0.468948965,0.58664012,-0.105255265,-0.278535707,1.724168682,-0.267023937,-0.191700662,0.670255072,0,0,0,0,0,2.607497267,1,0.5
17.27765369,55.14932413,4.611835101,0.439429888,-0.77071633,-0.251720146,-0.296129885,-0.339910092,-0.437428821,-0.174007188,0,0,0,0,0,2.781352526,1,0.5
15.27765369,55.64932413,-0.10530186,0.861059741,0.012818116,-0.306136232,-0.331362251,2.85265533,0.039459257,0.72514267,1,0,0,0,0,4.748334769,1,0.5
15.17765369,54.84932413,0.411382367,0.710911206,0.028396465,-0.268839414,2.11911028,-0.255635475,-0.190426672,0.440549921,1,0,0,0,0,3.99544868,1,0.5
17.47765369,55.34932413,3.878177359,1.140328424,-0.775576301,-0.184976368,0.391285104,-0.352817015,-0.265621079,0.529765087,0,0,0,0,0,4.36056521,1,0.5
15.97765369,54.94932413,2.245763544,0.980956651,-0.162067083,-0.24988596,0.83539847,-0.316373938,0.078570629,0.922326591,1,0,0,0,0,5.334688905,1,0.5
14.57765369,55.64932413,0.32013236,0.292678771,-0.035134106,-0.267222237,2.627869652,-0.335354707,-0.376436633,-0.136277172,0,1,0,0,0,3.090255928,1,0.5
19.07765369,56.24932413,-0.412360783,2.621318341,-1.085701214,-0.416107774,-0.521591503,-0.3672424,-0.258046571,3.194608466,1,0,0,0,0,3.754876563,1,0.5
15.87765369,55.74932413,-0.302474785,0.65712243,-0.597700933,-0.325948845,-0.36585929,4.539666119,-0.227744744,0.402150839,0,0,0,0,0,3.779210791,1,0.5
18.97765369,56.24932413,-0.42496013,2.314581043,-1.191502498,-0.415750582,-0.521591503,-0.364964707,-0.291938414,3.078037465,1,0,0,0,0,3.181910675,1,0.5
18.87765369,56.14932413,-0.436154354,2.497207595,-1.168041982,-0.425465524,-0.521591503,-0.17212009,-0.29548353,2.687615408,1,0,0,0,0,3.165966019,1,0.5
16.07765369,54.84932413,6.100612572,0.063552228,-0.42138219,-0.272777954,-0.446970482,-0.325484707,-0.405389217,-0.203625344,1,0,0,0,0,5.088534906,1,0.5
