longitude,latitude,all_spp_cpue_2020_std,bathymetry_2020_std,bottom_temperature_2020_std,surface_net_primary_production_2020_std,fishing_activity_hours_2020_std,ship_density_route_2020_std,bottom_salinity_2020_std,bottom_dissolved_oxygen_2020_inv_std,dumping_site_2020,military_area_2020,wind_farm_2020,bedrock_seabed_2020,hard_bottom_seabed_2020,distance_class,distance_class_interpretation,hotspot
15.77765369,55.64932413,0.437270493,0.775666212,-0.24862052,-0.307842516,-0.173583873,-0.137195474,-0.044185124,0.735825989,1,0,1,0,1,14,high risk,1
14.07765369,54.34932413,-0.778999119,-1.025606373,1.379290206,1.088725841,-0.366147032,0.229512992,-0.740762337,-0.748152993,0,1,0,0,0,28,high risk,1
13.97765369,54.34932413,-0.771747278,-1.008136235,1.410756269,1.241719864,-0.316751366,-0.302707784,-0.710790649,-0.678654332,0,1,0,0,0,28,high risk,1
14.07765369,54.24932413,-0.773553023,-1.065869056,1.462034903,1.862107615,-0.313458328,0.271270685,-0.7497759,-0.72722946,0,1,0,0,0,28,high risk,1
14.17765369,54.24932413,-0.7724251,-1.007740975,1.419209576,1.62182965,-0.477375191,0.183199914,-0.748358043,-0.729957204,0,1,0,0,0,28,high risk,1
14.17765369,54.14932413,-0.771297176,-1.034746024,1.405959624,1.781649327,-0.17646129,1.328119928,-0.790398455,-0.801191576,0,0,0,0,0,28,high risk,1
14.37765369,54.14932413,-0.76585108,-1.118957384,1.25555578,1.677084348,-0.070156708,-0.390778554,-0.796414453,-0.844911071,0,0,0,0,0,28,high risk,1
14.37765369,54.24932413,-0.76585108,-1.16825251,1.274947592,1.047485399,-0.46752803,-0.393056246,-0.794114655,-0.86776446,0,0,0,0,0,28,high risk,1
14.27765369,54.24932413,-0.76585108,-1.011539365,1.325820603,1.354854015,-0.372413404,-0.384704708,-0.780642315,-0.818858164,0,0,0,0,0,28,high risk,1
14.27765369,54.14932413,-0.76585108,-1.033373866,1.336441269,1.724131843,0.105621482,-0.387741631,-0.792209525,-0.817797231,0,0,0,0,0,28,high risk,1
14.27765369,54.04932413,-0.76585108,-1.082974391,1.380368437,1.833177534,-0.49205002,-0.360409323,-0.810086181,-0.818603454,0,0,0,0,0,28,high risk,1
14.37765369,54.04932413,-0.761377828,-1.084467882,1.33224761,2.146004921,-0.424270854,-0.052161627,-0.80804571,-0.830647417,0,0,0,0,0,28,high risk,1
14.27765369,53.94932413,-0.760535038,-1.219905182,1.409223377,1.871996268,-0.521591503,1.786695318,-0.843328508,-0.845140836,0,0,0,0,0,28,high risk,1
14.17765369,54.04932413,-0.757102942,-1.065813402,1.419210182,1.917728936,-0.495598833,1.580943777,-0.812414993,-0.806157886,0,0,0,0,0,28,high risk,1
14.07765369,54.14932413,-0.752228144,-1.08082787,1.448604539,2.029136318,-0.351152485,0.223439146,-0.800487567,-0.806238884,0,0,0,0,0,28,high risk,1
14.37765369,53.94932413,-0.757120039,-1.214608545,1.384758248,1.852857374,-0.521591503,-0.319410861,-0.839218981,-0.846252182,0,0,0,0,0,28,high risk,1
14.47765369,54.14932413,-0.753462917,-1.06603963,1.147038274,1.486121747,-0.177260572,-0.336113938,-0.795205331,-0.85288101,0,0,0,0,0,28,high risk,1
18.77765369,54.44932413,-0.65759139,-0.791163347,0.671822205,2.472906857,-0.502600548,-0.092400858,-0.869228295,-0.784070397,0,0,0,0,0,28,high risk,1
13.97765369,54.24932413,-0.734588811,-1.126705216,1.460347026,2.057652558,-0.51318305,0.11031376,-0.766336816,-0.765738336,0,1,0,0,0,28,high risk,1
13.97765369,54.14932413,-0.722212962,-1.120375875,1.458121548,2.611641473,-0.37609011,-0.3869824,-0.830033537,-0.825779838,0,0,0,0,0,28,high risk,1
14.57765369,54.14932413,-0.721285958,-1.066250577,1.040097855,1.459188909,-0.521591503,-0.310300091,-0.79191949,-0.840774195,0,0,0,0,0,28,high risk,1
12.97765369,54.44932413,-0.777281066,-1.415385066,1.329281113,2.029318818,-0.514557816,-0.394574708,-0.528843622,-0.839372454,0,0,0,0,0,28,high risk,1
10.47765369,56.94932413,-0.751247156,-1.214605303,0.995593128,0.105676257,-0.502888291,-0.395333938,1.491067628,-0.661007199,0,0,0,0,0,17,high risk,1
10.57765369,56.94932413,-0.751247156,-1.183057706,1.006448693,-0.175596265,-0.519193655,-0.337632399,1.536876146,-0.646415713,0,0,0,0,0,17,high risk,1
10.67765369,56.84932413,-0.751247156,-1.125172262,1.04085522,-0.223024499,-0.521591503,-0.330040092,1.593068831,-0.609408006,0,0,0,0,0,17,high risk,1
10.37765369,56.84932413,-0.751247156,-1.299836789,1.061996661,0.537058504,-0.511520542,-0.394574708,1.392081102,-0.676448464,0,0,0,0,0,17,high risk,1
10.57765369,56.64932413,-0.751247156,-1.181154978,1.125310193,0.301863319,-0.520024909,-0.243487783,1.504889281,-0.638134582,0,0,0,0,0,17,high risk,1
10.77765369,56.84932413,-0.751247156,-1.070016513,1.148547555,-0.222345482,-0.521591503,0.125498375,1.606067886,-0.584792142,0,0,1,0,0,17,high risk,1
13.87765369,54.44932413,-0.701658118,-0.943237116,1.276350927,0.939143956,-0.253224381,0.105758375,-0.651108661,-0.623678605,0,0,0,0,0,28,high risk,1
13.07765369,54.44932413,-0.724283196,-1.415258795,1.350255461,2.621920266,-0.3141617,-0.396093169,-0.665330699,-0.87401528,0,0,0,0,0,28,high risk,1
13.87765369,54.24932413,-0.690264302,-1.314922084,1.452201266,2.419148046,-0.45502725,-0.380149323,-0.787050565,-0.806504057,0,0,0,0,0,28,high risk,1
15.47765369,54.24932413,-0.687529132,-1.029027412,0.640033823,1.289158632,0.177652891,-0.306503937,-0.779719472,-0.822405598,0,0,0,0,0,28,high risk,1
12.87765369,54.74932413,-0.679728727,-0.792127945,1.055891125,-0.035387593,-0.466377063,2.847340715,-0.276686952,-0.727179373,0,0,0,0,0,35,high risk,1
12.77765369,55.24932413,-0.706685856,-0.733096564,1.199788654,-0.145892886,-0.488501204,2.755473791,-0.593546863,-0.773728756,1,0,0,0,0,35,high risk,1
11.27765369,56.04932413,-0.708974016,-0.944371972,1.117279461,-0.339362443,-0.457041439,-0.285245476,1.649913499,-0.390323957,0,0,0,0,0,17,high risk,1
13.77765369,54.44932413,-0.65722542,-0.943696968,1.323592702,1.236140386,-0.157150623,0.000225297,-0.59397855,-0.578646404,0,0,0,0,0,28,high risk,1
13.87765369,54.34932413,-0.65722542,-0.901214375,1.410871902,1.407244167,-0.431496372,0.278862993,-0.665545265,-0.598026978,0,0,0,0,0,28,high risk,1
13.77765369,54.34932413,-0.65722542,-1.009033367,1.442982724,1.936782918,-0.470661217,-0.164527782,-0.664965222,-0.620857673,0,0,0,0,0,28,high risk,1
10.57765369,54.44932413,-0.583949468,-0.94341547,1.405217395,-0.263460562,0.153290726,-0.382427015,0.703073781,-0.423937864,0,1,0,0,0,15,high risk,1
10.97765369,56.94932413,-0.608210336,-1.172541242,1.231100337,-0.323253448,-0.514781615,-0.390778554,1.3468631,-0.643906155,0,0,1,0,0,17,high risk,1
11.07765369,57.04932413,-0.608210336,-1.299493666,1.238122461,-0.272816444,-0.521591503,-0.396093169,1.155443643,-0.685748291,0,0,0,0,0,17,high risk,1
11.17765369,56.84932413,-0.608210336,-1.007356685,1.246076307,-0.423183233,-0.518650143,-0.350539323,1.566269245,-0.576923093,0,0,1,0,0,17,high risk,1
10.97765369,56.84932413,-0.608210336,-1.066034057,1.257483398,-0.327461941,-0.514206132,-0.349780092,1.602660249,-0.559053175,0,0,1,0,0,17,high risk,1
11.07765369,56.94932413,-0.608210336,-1.257110172,1.26528347,-0.349775662,-0.521591503,-0.395333938,1.27906879,-0.648488514,0,0,1,0,0,17,high risk,1
11.17765369,56.94932413,-0.608210336,-1.17033847,1.270279899,-0.371225477,-0.521335732,-0.393056246,1.30454544,-0.641875343,0,0,1,0,0,17,high risk,1
11.07765369,56.84932413,-0.608210336,-1.010215571,1.278302761,-0.381787788,-0.51759509,-0.327003168,1.621282923,-0.549730619,0,0,1,0,0,17,high risk,1
11.17765369,56.74932413,-0.442557797,-0.943511814,1.321896956,-0.42809184,-0.520248708,-0.350539323,1.797773431,-0.474150924,0,0,0,0,0,17,high risk,1
10.17765369,54.54932413,-0.659741428,-0.944157274,1.185705661,-0.052536195,0.287889911,-0.332317784,0.743335956,-0.187944281,0,1,0,0,0,15,high risk,1
12.17765369,57.14932413,-0.705350515,-1.338086343,1.188870732,0.010599411,-0.033165911,-0.396093169,1.098283924,-0.670561534,0,0,0,0,0,17,high risk,1
10.77765369,56.64932413,-0.60964426,-1.214824392,1.209083477,-0.003000607,-0.35316668,-0.355094707,1.537083566,-0.610322306,0,0,0,0,0,17,high risk,1
10.87765369,56.64932413,-0.60964426,-1.214802902,1.224594021,-0.098454425,-0.379415116,-0.254876245,1.604447731,-0.561191968,0,0,0,0,0,17,high risk,1
10.77765369,56.54932413,-0.60964426,-1.265123396,1.299984226,0.269512465,-0.456018361,-0.387741631,1.491928043,-0.613622177,0,0,0,0,0,17,high risk,1
10.67765369,56.94932413,-0.751247156,-1.168274975,1.058232236,-0.237153521,-0.519960966,-0.291319322,1.548064573,-0.633720834,0,0,0,0,0,17,high risk,1
20.97765369,55.34932413,-0.591277863,-1.028070315,0.715820933,1.263904824,-0.521591503,-0.396093169,-0.990903654,-0.918473123,0,0,0,0,0,28,high risk,1
12.07765369,57.24932413,-0.705350515,-1.186133791,1.004980579,-0.157434757,-0.284748086,-0.396093169,1.733082332,-0.540281866,0,0,0,0,0,17,high risk,1
16.37765369,54.44932413,-0.510826899,-1.339499553,0.822355123,1.427694182,-0.521591503,-0.378630861,-0.820524898,-0.857056112,0,0,0,0,0,28,high risk,1
14.67765369,54.14932413,-0.661405056,-1.066245145,0.957333786,1.487911442,-0.459471261,-0.188823167,-0.789283722,-0.837487215,0,0,0,0,0,28,high risk,1
10.97765369,56.24932413,-0.58136426,-0.813162744,0.967076006,-0.330566034,2.52949389,-0.342187784,1.907739194,-0.366891571,0,0,0,0,0,34,high risk,1
10.87765369,55.14932413,-0.634439076,-1.03576908,1.147897348,-0.196818384,-0.475073257,-0.395333938,1.274224515,-0.401699052,0,0,0,0,0,17,high risk,1
20.97765369,56.44932413,-0.222724024,-1.415385083,0.884758727,1.313765636,-0.521591503,-0.396093169,-1.009317187,-0.965766951,0,1,0,0,0,28,high risk,1
12.87765369,54.44932413,-0.707982684,-1.299686452,1.302060774,1.850320104,-0.521591503,-0.393815477,-0.469088872,-0.817452202,0,0,0,0,0,28,high risk,1
11.27765369,55.94932413,-0.645748645,-1.168248024,1.266580253,-0.320231082,-0.521591503,-0.390019323,1.008740459,-0.540306398,0,0,0,0,0,17,high risk,1
10.77765369,55.94932413,-0.4801214,-1.004507333,0.958869705,-0.28210294,-0.418516016,-0.396093169,1.581834114,-0.425993102,0,0,0,0,0,17,high risk,1
16.47765369,54.54932413,-0.502763814,-1.089245974,0.787200311,0.946935819,-0.521591503,-0.384704708,-0.814952097,-0.844945608,0,0,0,0,0,28,high risk,1
11.77765369,57.04932413,-0.663959595,0.377803314,0.223314361,-0.427333638,3.745522357,-0.35813163,2.489894586,-0.169934796,0,0,0,0,0,38,high risk,1
10.57765369,57.04932413,-0.751247156,-1.221923088,1.059491484,-0.080619151,-0.521591503,-0.383186246,1.558477198,-0.641213153,0,0,0,0,0,17,high risk,1
11.57765369,57.04932413,-0.666868186,0.230277975,0.655327026,-0.414351793,2.346362172,-0.283727014,2.441409082,-0.321226022,0,0,0,0,0,34,high risk,1
10.37765369,55.84932413,-0.587283055,-1.257319202,1.157807265,-0.058561452,-0.514941472,-0.388500861,1.091034585,-0.574907309,0,0,0,0,0,17,high risk,1
12.47765369,54.44932413,-0.592068181,-1.215475281,1.318600511,1.044651015,-0.521591503,-0.371797784,-0.244451689,-0.769069996,0,0,0,0,0,28,high risk,1
20.97765369,56.14932413,-0.202100158,-1.257357572,0.840142605,1.560481289,-0.503144061,-0.396093169,-0.997204665,-0.936508899,0,0,0,0,0,28,high risk,1
11.67765369,56.84932413,-0.651596741,-0.700863174,1.117559159,-0.454070412,1.022046967,-0.390019323,2.289382785,-0.346354171,0,0,0,0,0,34,high risk,1
11.57765369,56.84932413,-0.625379585,-0.950554045,1.467357647,-0.450271502,-0.308342923,-0.390019323,1.966075517,-0.466282907,0,0,0,0,0,17,high risk,1
16.87765369,55.24932413,-0.333438952,1.267895326,-0.505359436,-0.31080315,-0.351919799,-0.355094707,-0.167034217,0.4601605,0,1,0,0,0,14,high risk,1
11.27765369,56.74932413,-0.445740027,-0.959342106,1.247527469,-0.442257455,-0.44863299,-0.392297015,1.481341767,-0.591710561,0,0,0,0,0,17,high risk,1
11.37765369,56.84932413,-0.55610614,-1.078450284,1.261812062,-0.443709402,-0.511776313,-0.359650092,1.04489293,-0.691373789,0,0,0,0,0,17,high risk,1
11.57765369,56.74932413,-0.589067011,-1.130899741,1.419153273,-0.427374915,-0.090714256,-0.393815477,1.411099266,-0.581221233,0,0,0,0,0,17,high risk,1
11.47765369,56.84932413,-0.583884903,-1.069005829,1.441178609,-0.443048941,-0.382260559,-0.386223169,1.346568285,-0.603561879,0,0,0,0,0,17,high risk,1
10.17765369,55.74932413,-0.560249681,-1.213292434,1.118322578,0.09921398,-0.517307348,-0.396093169,1.157807475,-0.500407384,0,0,0,0,0,17,high risk,1
10.37765369,55.74932413,-0.592552197,-1.064685626,1.026053003,-0.08774348,-0.503016176,-0.395333938,1.272720212,-0.426936202,0,0,0,0,0,17,high risk,1
11.47765369,56.34932413,-0.483178788,-0.818788763,0.985874519,-0.402846545,-0.358154206,2.503409172,2.004505691,-0.336527298,0,0,0,0,0,35,high risk,1
11.67765369,56.64932413,-0.607799737,-0.408571777,0.973990972,-0.446812545,3.953495681,-0.056717011,2.287894923,-0.198286973,0,0,0,0,0,38,high risk,1
15.37765369,54.24932413,-0.479626813,-1.065808075,0.655160721,1.129939551,-0.048544076,-0.345983938,-0.781679859,-0.827785623,0,0,0,0,0,28,high risk,1
11.07765369,56.74932413,-0.608210336,-1.065609954,1.293167335,-0.37865926,-0.521591503,-0.365723938,1.753828155,-0.490651936,0,0,0,0,0,17,high risk,1
11.57765369,56.04932413,-0.518202157,-0.907945634,1.168097985,-0.38683918,-0.49281733,-0.356613169,1.922563547,-0.278547991,0,0,0,0,0,17,high risk,1
11.27765369,56.94932413,-0.559416038,-1.090358505,1.262441686,-0.391108517,-0.521591503,-0.377871631,1.30747209,-0.64780291,0,0,1,0,0,17,high risk,1
10.87765369,56.04932413,-0.567263494,-0.828474411,0.909032547,-0.292490773,-0.515932582,-0.335354707,1.800039624,-0.372680632,0,0,0,0,0,17,high risk,1
12.47765369,54.64932413,-0.489353507,-0.905657278,1.187469213,0.073705101,-0.502025066,4.579905351,0.010893183,-0.616767885,0,0,0,0,0,35,high risk,1
11.57765369,56.34932413,-0.48055001,-0.711595955,0.989258142,-0.411311545,0.864108732,-0.01647778,2.156675284,-0.210424711,0,0,1,0,0,34,high risk,1
11.67765369,56.44932413,-0.517396735,-0.549221394,0.892187079,-0.438823178,1.278360837,-0.239691629,2.328932016,-0.010136118,0,0,1,0,0,34,high risk,1
11.47765369,56.94932413,-0.599117544,-1.091925945,1.433555921,-0.417806433,-0.219238893,-0.372557015,1.720207476,-0.554533997,0,0,1,0,0,17,high risk,1
10.67765369,55.74932413,-0.596209349,-0.828729552,0.889169728,-0.240174846,-0.485176189,-0.196415475,1.489089673,-0.425058874,0,0,0,0,0,17,high risk,1
10.57765369,54.74932413,-0.545543874,-0.943844165,1.115321573,-0.234360199,0.234146151,-0.390019323,0.704051059,-0.51624686,0,0,0,0,0,15,high risk,1
10.87765369,56.54932413,-0.60964426,-1.262300893,1.270683706,0.100545556,-0.303930867,-0.376353169,1.631073161,-0.530646305,0,0,0,0,0,17,high risk,1
12.67765369,54.74932413,-0.521278906,-0.897375086,1.058986574,0.02259842,-0.504326999,4.068183806,-0.232239314,-0.722010224,0,0,0,0,0,35,high risk,1
11.97765369,56.94932413,-0.684486828,-0.472864268,0.715373537,-0.419530476,1.14644721,-0.343706246,2.373813972,-0.316511395,0,0,0,0,0,34,high risk,1
11.87765369,56.54932413,-0.59604662,-0.473539833,0.800489009,-0.454136644,3.222663672,-0.305744707,2.323835294,-0.146832447,0,0,1,0,0,38,high risk,1
11.37765369,56.94932413,-0.563151898,-1.118934183,1.288783579,-0.40640995,-0.521591503,-0.388500861,1.287065728,-0.655630726,0,0,1,0,0,17,high risk,1
11.37765369,56.64932413,-0.372959389,-1.080890639,1.306444531,-0.43067838,-0.518905913,-0.377871631,1.348449738,-0.60989553,0,0,0,0,0,17,high risk,1
12.47765369,56.84932413,-0.665683892,-1.256334849,1.289612987,-0.107817166,-0.512383767,-0.396093169,1.063172096,-0.60767849,0,0,0,0,0,17,high risk,1
10.97765369,56.64932413,-0.60964426,-1.118889008,1.260608512,-0.26851419,-0.488948803,-0.001293165,1.737137272,-0.488240269,0,0,0,0,0,17,high risk,1
11.67765369,56.04932413,-0.488946769,-0.944834101,1.189057198,-0.382891301,-0.422448493,-0.323966245,1.765254989,-0.336249125,0,0,0,0,0,17,high risk,1
11.87765369,56.34932413,-0.433422827,-0.474557246,0.861962708,-0.436083289,1.173462993,-0.25032086,2.268915588,-0.118891652,0,0,0,0,0,34,high risk,1
11.67765369,56.24932413,-0.469813729,-0.83039204,1.137447406,-0.414533222,-0.499307505,-0.394574708,1.87589765,-0.433122138,0,0,0,0,0,17,high risk,1
12.07765369,56.34932413,-0.521692845,-0.403919328,0.596590255,-0.427246981,3.173268329,0.2568453,2.380144464,-0.017912137,0,0,0,0,0,38,high risk,1
10.77765369,57.04932413,-0.535533848,-1.119324116,1.132687086,-0.245637629,-0.506564991,0.732123767,1.643055729,-0.596601797,0,0,0,0,0,17,high risk,1
10.67765369,57.14932413,-0.466280576,-1.008329133,1.004455691,-0.158325792,-0.521591503,-0.195656244,1.973370388,-0.537463519,0,0,0,0,0,17,high risk,1
10.67765369,57.04932413,-0.466280576,-1.168454065,1.068564123,-0.216328891,-0.51343882,-0.336873169,1.710760114,-0.596861452,0,0,0,0,0,17,high risk,1
10.57765369,57.14932413,-0.466280576,-1.258665664,1.089166146,0.225660129,-0.520632364,-0.393815477,1.58559348,-0.637043019,0,0,0,0,0,17,high risk,1
10.57765369,57.24932413,-0.466280576,-1.299450064,1.116273879,0.413277162,-0.519385483,-0.391537785,1.640798769,-0.627359682,0,0,0,0,0,17,high risk,1
10.87765369,57.14932413,-0.400394742,-1.376878544,1.210750165,-0.183446889,-0.521591503,-0.396093169,1.275854155,-0.679732148,0,0,0,0,0,17,high risk,1
11.37765369,54.54932413,-0.492940343,-0.597468615,1.038004961,-0.038356525,0.125443722,-0.346743169,0.666993781,-0.499813633,0,0,0,0,0,15,high risk,1
10.97765369,57.04932413,-0.521582428,-1.299133393,1.214620536,-0.274964831,-0.521591503,-0.396093169,1.233286833,-0.677464946,0,0,0,0,0,17,high risk,1
11.27765369,56.64932413,-0.208289727,-0.903533748,1.292765345,-0.43401519,-0.485431959,-0.309540861,1.79945948,-0.490739972,0,0,0,0,0,17,high risk,1
10.87765369,57.04932413,-0.513167768,-1.119148215,1.190619149,-0.264979722,-0.521591503,-0.395333938,1.392090714,-0.65091952,0,0,0,0,0,17,high risk,1
11.37765369,57.04932413,-0.552348138,-1.214162208,1.403036111,-0.342893329,-0.521335732,-0.386223169,1.675618438,-0.593796145,0,0,1,0,0,17,high risk,1
10.97765369,56.54932413,-0.4629812,-1.068672673,1.245731224,-0.21740114,-0.065904525,-0.10454855,1.822598983,-0.433666939,0,0,0,0,0,17,high risk,1
12.57765369,54.64932413,-0.655236341,-0.897627634,1.148758237,0.11539769,-0.461485457,2.889098408,-0.075501541,-0.64397482,0,0,1,0,0,35,high risk,1
11.17765369,57.04932413,-0.525319365,-1.260244684,1.30033294,-0.280919292,-0.521591503,-0.396093169,1.179150644,-0.675284318,0,0,0,0,0,17,high risk,1
11.77765369,56.04932413,-0.462353112,-1.00763629,1.250867503,-0.301404583,-0.413528503,-0.383945477,1.566850148,-0.390615003,0,0,0,0,0,17,high risk,1
10.77765369,57.14932413,-0.44851599,-1.172557714,1.069560019,-0.226353256,-0.516060467,-0.393815477,1.698030706,-0.59536234,0,0,0,0,0,17,high risk,1
15.47765369,55.14932413,-0.115552254,0.852646683,0.115461472,-0.278873608,0.280280741,-0.360409323,0.045484057,0.579087973,1,1,0,0,0,29,high risk,1
12.67765369,56.64932413,-0.441851014,-1.064804365,1.320951914,-0.105122137,-0.521591503,-0.393815477,1.321715413,-0.444089413,1,1,0,0,0,17,high risk,1
11.87765369,56.04932413,-0.449376374,-1.119122771,1.324331905,-0.120454006,-0.479677125,-0.382427015,1.321028903,-0.466983725,0,0,0,0,0,17,high risk,1
10.67765369,55.84932413,-0.423982651,-0.942870876,1.036037386,-0.249864893,-0.461005881,-0.395333938,1.259496536,-0.518576977,0,0,0,0,0,17,high risk,1
10.77765369,57.24932413,-0.444836773,-1.119371955,1.052356755,-0.196048087,-0.505062339,-0.396093169,1.782947307,-0.579341126,0,0,0,0,0,17,high risk,1
14.77765369,54.14932413,-0.574630722,-1.011728478,0.850782645,1.400255488,-0.52104799,-0.132640089,-0.785523977,-0.83081396,0,0,0,0,0,28,high risk,1
10.87765369,56.24932413,-0.455535501,-0.872135282,1.018591959,-0.314373567,1.820210411,-0.351298553,1.769489778,-0.409208772,0,0,0,0,0,34,high risk,1
11.07765369,55.74932413,-0.461183822,-1.017774009,1.136667036,-0.315638329,-0.521591503,-0.395333938,1.094324473,-0.525323524,0,0,0,0,0,17,high risk,1
12.17765369,56.54932413,-0.552327163,-0.224208788,0.620077892,-0.433290335,1.410785909,0.089055298,2.339134817,-0.226684183,0,0,0,0,0,34,high risk,1
16.77765369,55.24932413,-0.127517879,1.099000839,-0.546485504,-0.309362625,-0.439457223,-0.342947015,-0.187833792,0.393693265,0,1,0,0,0,14,high risk,1
10.87765369,57.24932413,-0.441157623,-1.415225178,1.196861508,-0.125968875,-0.521591503,-0.396093169,1.324575284,-0.682677252,0,0,0,0,0,17,high risk,1
10.87765369,57.34932413,-0.423393015,-1.277216045,1.13313872,-0.224458226,-0.51711552,-0.383945477,1.701580628,-0.612935032,0,0,0,0,0,17,high risk,1
11.97765369,56.04932413,-0.429512502,-1.21534533,1.381948551,-0.153830749,-0.487446151,-0.309540861,1.083060539,-0.561375435,0,0,0,0,0,17,high risk,1
15.27765369,54.14932413,-0.343242054,-1.229177664,1.04183477,2.402051224,-0.521591503,-0.390019323,-0.81704775,-0.839748492,0,0,0,0,0,28,high risk,1
15.27765369,54.24932413,-0.318929751,-1.025528289,0.601352331,0.996923095,-0.267547534,-0.358890861,-0.779553624,-0.825213233,0,0,0,0,0,28,high risk,1
11.17765369,56.64932413,-0.208289727,-0.963832953,1.322537477,-0.422132878,-0.518778028,-0.342947015,1.912575754,-0.421686624,0,0,0,0,0,17,high risk,1
11.27765369,57.14932413,-0.399720128,-1.214379093,1.369829501,-0.289296074,-0.518490286,-0.396093169,1.691032548,-0.595615499,0,0,0,0,0,17,high risk,1
15.17765369,54.14932413,-0.293722517,-1.119124103,1.005429792,2.370232529,-0.516763836,-0.3869824,-0.806733283,-0.814825113,0,0,0,0,0,28,high risk,1
11.37765369,57.34932413,-0.36810985,0.543105208,0.456337522,-0.385745466,7.639307634,-0.283727014,2.482176021,-0.346649644,0,0,0,0,0,38,high risk,1
11.27765369,57.44932413,-0.369499525,-1.028715669,0.964934679,-0.35809457,2.567603619,-0.311059322,2.330648671,-0.471451421,0,0,0,0,0,34,high risk,1
